,negation_index
1980-01,4.8370672097759675
1980-02,5.505308690523005
1980-03,5.484460694698354
1980-04,4.945598417408506
1980-05,3.453038674033149
1980-06,4.899124329745786
1980-07,3.3535266118563394
1980-08,4.503573937115234
1980-09,4.523522316043426
1980-10,4.6999276934201015
1980-11,4.863066291272076
1980-12,5.935631375307773
1981-01,4.790419161676646
1981-02,5.4124979498113825
1981-03,4.555242670200432
1981-04,4.620360388110273
1981-05,4.088307440719542
1981-06,5.094447624499141
1981-07,3.662541045718616
1981-08,5.309264666843642
1981-09,5.136186770428016
1981-10,4.478280340349306
1981-11,5.398110661268555
1981-12,5.51016530495915
1982-01,4.585953878406709
1982-02,6.161879895561358
1982-03,4.385195579722856
1982-04,4.009842340289802
1982-05,5.46683930369731
1982-06,4.120158813394261
1982-07,4.390957879329973
1982-08,1.4455862480751704
1982-09,3.71777256930413
1982-10,1.9597880525513538
1982-11,9.076682316118937
1982-12,4.925544100801832
1983-01,1.4551732642742632
1983-02,4.763649688530597
1983-03,3.3557046979865772
1983-04,3.955619874577906
1983-05,5.93209642812066
1983-08,5.286343612334802
1983-09,3.085824493731919
1983-10,2.965247301624956
1983-11,2.4859489840034583
1983-12,4.750388668163759
1984-01,3.3524904214559386
1984-02,4.092769440654843
1984-03,3.7593984962406015
1984-04,3.4702682423560307
1984-05,2.1404942595835768
1984-06,4.849884526558891
1984-07,4.843304843304844
1984-08,5.442176870748299
1984-09,
1984-10,0.5913660555884092
1984-11,5.464480874316941
1984-12,5.354558610709117
1985-01,3.438574554548296
1985-02,3.9014373716632442
1985-03,4.481089801039613
1985-04,0.9172208209126348
1985-05,3.0609842241582292
1985-06,7.592407592407594
1985-07,8.264462809917356
1985-08,5.780346820809249
1985-09,3.137361887873414
1985-10,7.719453021614468
1985-11,5.344164172723386
1985-12,3.192244029321352
1986-01,0.4651162790697674
1986-02,3.8265306122448983
1986-03,4.9809551714034574
1986-04,0.4708097928436911
1986-05,4.282655246252676
1986-06,4.728132387706856
1986-07,8.542713567839195
1986-08,4.569339730408956
1986-09,4.222972972972972
1986-10,4.351880634131178
1986-11,4.149377593360995
1986-12,4.815409309791332
1987-01,10.590015128593041
1987-02,3.6610878661087867
1987-03,5.9772863120143445
1987-04,
1987-05,16.666666666666668
1987-06,4.9532195927352785
1987-07,4.524886877828054
1987-08,3.035477139062796
1987-09,
1987-10,
1987-11,
1987-12,0.0
1988-01,3.2524393294971228
1988-02,0.6870491240123668
1988-03,3.418272218769422
1988-04,0.0
1988-05,1.0008757662955086
1988-06,2.4219590958019377
1988-07,0.9658725048293626
1988-08,1.9913707268503154
1988-09,2.297266253158741
1988-10,0.7993605115907275
1988-11,0.9606986899563319
1988-12,1.5088645794039985
1989-01,4.347826086956522
1989-02,0.9477175801611118
1989-03,1.8781862087469814
1989-04,3.4338038916444105
1989-05,2.6517383618149672
1989-06,6.471494607087827
1989-07,0.9214466712739
1989-08,2.95799645040426
1989-09,6.25920471281296
1989-10,1.3218770654329144
1989-11,3.549060542797495
1989-12,0.7302823758519962
1990-01,0.9658336351563444
1990-02,2.8141764136839327
1990-03,3.124408256012119
1990-04,2.5150355385456535
1990-05,2.9239766081871346
1990-06,0.8766803039158387
1990-07,1.9644435713584132
1990-08,3.4394904458598727
1990-09,2.3303632625085675
1990-10,1.0641532380662815
1990-11,1.0055304172951232
1990-12,3.616636528028933
1991-01,1.0
1991-02,1.4779235174579717
1991-03,4.016064257028113
1991-04,1.7136329017517136
1991-05,4.028509451502945
1991-06,2.9492310933220987
1991-07,2.519548218940052
1991-08,1.227328514932497
1991-09,0.9140767824497256
1991-10,1.160496692584426
1991-11,1.490035388340473
