,negation_index
1980-01,1.851753875456325
1980-02,2.1142406650899446
1980-03,1.8252616208323194
1980-04,2.3318042813455655
1980-05,3.6879660065742006
1980-06,1.7651592372523184
1980-07,2.9518116744151723
1980-08,4.792119625504725
1980-09,3.2206119162640903
1980-10,4.720692368214004
1980-11,3.231929410557636
1980-12,4.935834155972358
1981-01,3.787255063395356
1981-02,3.985333970986769
1981-03,3.1115585247551936
1981-04,4.462030644889713
1981-05,3.1031807602792867
1981-06,3.4778576396939487
1981-07,4.573972879983811
1981-08,4.590131217881554
1981-09,3.716301335348955
1981-10,5.34412955465587
1981-11,4.716296618778117
1981-12,4.714119019836639
1982-01,3.7910699241786014
1982-02,4.032474864240013
1982-03,3.3948244939789904
1982-04,3.2185064118682427
1982-05,2.781383274615242
1982-06,2.9283767844796036
1982-07,4.114505821588025
1982-08,2.4775068457426004
1982-09,3.262642740619902
1982-10,3.3041047147032656
1982-11,4.28734756097561
1982-12,2.864663982657169
1983-01,4.322280002701425
1983-02,4.36982520699172
1983-03,3.1434973079624116
1983-04,4.606778545574202
1983-05,2.9378316906747535
1983-08,6.10407446970853
1983-09,3.118355776045358
1983-10,4.37700612780858
1983-11,3.2684382549381836
1983-12,2.673420571267764
1984-01,2.587064676616915
1984-02,2.7258566978193146
1984-03,4.216672072656503
1984-04,4.197183098591549
1984-05,3.4965034965034967
1984-06,5.363781200212428
1984-07,3.935860058309037
1984-08,3.1874818893074472
1984-09,5.829095870023564
1984-10,1.8110473890733467
1984-11,4.205361836341336
1984-12,2.561140963189876
1985-01,1.98327615780446
1985-02,3.8724141445021907
1985-03,4.597834943545572
1985-04,3.580881208158181
1985-05,3.0216161772681494
1985-06,4.405552202776101
1985-07,3.8040893961008084
1985-08,4.384557801304673
1985-09,6.099748833871546
1985-10,6.274624252152343
1985-11,5.0144814766783385
1985-12,5.54338899534629
1986-01,5.679666792881485
1986-02,4.822781903085049
1986-03,6.781293260839035
1986-04,3.2195009773485115
1986-05,5.84643367545797
1986-06,3.7371910789632308
1986-07,3.6993769470404985
1986-08,4.301075268817205
1986-09,2.963243175083538
1986-10,3.275940880694805
1986-11,5.7339449541284395
1986-12,3.1382684142514305
1987-01,3.0995738086013174
1987-02,5.080109417741305
1987-03,6.162514305836782
1987-04,4.758814622539477
1987-05,3.236968411653087
1987-06,5.385207165622596
1987-07,4.405286343612334
1987-08,3.148779847808974
1987-09,7.259528130671506
1987-10,3.5239902412577933
1987-11,5.22015433499773
1987-12,3.7344088430801405
1988-01,3.561802079322295
1988-02,3.886962916272718
1988-03,3.4066274388355526
1988-04,5.766181346403344
1988-05,4.436191065717528
1988-06,2.765126870527001
1988-07,5.219569907439627
1988-08,2.769717752571881
1988-09,4.206331636041622
1988-10,4.3909348441926355
1988-11,4.877014418999152
1988-12,4.509669036153788
1989-01,5.205252573050989
1989-02,4.736440030557678
1989-03,3.901062416998671
1989-04,6.617420744844567
1989-05,2.954209748892171
1989-06,5.242463958060288
1989-07,5.564746578432848
1989-08,6.252298639205591
1989-09,5.247518492760953
1989-10,5.430327868852459
1989-11,4.1111981205951444
1989-12,1.8746338605741066
1990-01,3.6011523687580023
1990-02,3.812946487268265
1990-03,2.9837605165329686
1990-04,3.6327195289991234
1990-05,4.642828052455812
1990-06,3.0287255690691404
1990-07,4.484013517026255
1990-08,4.8618577906596245
1990-09,3.742924958919116
1990-10,6.7952093773889395
1990-11,5.358838692172026
1990-12,5.3111375346809355
1991-01,5.515832482124618
1991-02,3.872008604463566
1991-03,3.290598290598291
1991-04,4.72789457801026
1991-05,5.405405405405405
1991-06,3.2269274685995137
1991-07,3.955394586351506
1991-08,7.778195960356293
1991-09,2.8046684158147106
1991-10,4.731641694113282
1991-11,4.664368282295681
1991-12,3.717472118959108
1992-01,5.691879585125221
1992-02,2.7300260205605085
1992-03,1.4885699096225413
1992-04,1.8532052620588848
1992-05,1.477175259696941
1992-06,2.2784421594437294
1992-07,0.9147717088306375
1992-08,3.211561621838619
1992-09,1.410596400157987
1992-10,1.3496317433386034
1992-11,2.022964392080469
1992-12,4.447974583002383
1993-01,3.4976870134266056
1993-02,1.61358215237828
1993-03,3.0083029160482933
1993-04,5.140961857379767
1993-05,4.380873928183622
1993-06,4.733509559230344
1993-07,3.5421117733048466
1993-08,4.623655913978493
1993-09,4.144901203724734
1993-10,3.3322584112651827
1993-11,4.26926888770298
1993-12,4.346748947095786
1994-01,3.8631775120360303
1994-02,4.040005912203774
1994-03,4.305639781685871
1994-04,2.8951645672490858
1994-05,4.231393461627638
1994-06,4.513192408578924
1994-07,4.975488402721885
1994-08,4.398919122729843
1994-09,3.766629267510819
1994-10,3.843155738447873
1994-11,4.3561329766908665
1994-12,4.113607096866505
1995-01,3.0322869646118327
1995-02,2.178449101717825
1995-03,3.6013075516649122
1995-04,3.4020412247348406
1995-05,3.2220943613348676
1995-06,3.5159077591258487
1995-07,4.235062376887721
1995-08,1.2382612830368112
1995-09,1.8565714189269018
1995-10,3.3036263060848183
1995-11,2.6235979396331777
1995-12,2.672532532944103
1996-01,2.2992180199675407
1996-02,4.822695035460993
1996-03,3.2967365332849408
1996-04,3.57928707642658
1996-05,1.9380761049397306
1996-06,5.46003256164873
1996-07,1.709229841142168
1996-08,3.4398579671549046
1996-09,4.09072869920933
1996-10,2.08768267223382
1996-11,3.0890129985666985
1996-12,1.9855484821812377
1997-01,1.5466537042356217
1997-02,2.438817850791769
1997-03,1.869347749204264
1997-04,1.392983251806019
1997-05,3.4831871840396835
1997-06,1.827782290820471
