,negation_index
1980-01,1.4645017510347025
1980-02,5.605072130846274
1980-03,5.933791380387258
1980-04,2.480550231142181
1980-05,6.083202511773941
1980-06,4.657994125052455
1980-07,4.075865442095538
1980-08,3.2579353997952154
1980-09,5.364327223960662
1980-10,3.38409475465313
1980-11,4.479283314669653
1980-12,3.453252242036904
1981-01,5.930528099406947
1981-02,4.4941671447695555
1981-03,3.6037309214245337
1981-04,2.816535228356011
1981-05,4.311073541842774
1981-06,3.614366154314412
1981-07,4.275760135135135
1981-08,4.253583498426757
1981-09,3.1570639305445933
1981-10,3.409255766719861
1981-11,4.672897196261681
1981-12,4.798464491362765
1982-01,2.335055643879173
1982-02,2.3933402705515086
1982-03,3.2694308218160204
1982-04,4.121855308665371
1982-05,6.130790190735695
1982-06,3.1579986183756046
1982-07,4.973527996149527
1982-08,5.3963893249607535
1982-09,4.373443479317255
1982-10,3.4811903425042114
1982-11,4.0650406504065035
1982-12,3.6057692307692304
1983-01,3.5301278149726114
1983-02,3.7605766217486694
1983-03,4.630395237307757
1983-04,3.44028645650495
1983-05,3.276371579082616
1983-08,3.5945363048166787
1983-09,5.099872503187421
1983-10,3.331062154591566
1983-11,4.498005601289994
1983-12,3.5449353377535617
1984-01,3.2695002335357306
1984-02,3.771110018035744
1984-03,3.441230239810732
1984-04,3.935458480913026
1984-05,4.0169133192389
1984-06,6.094294133404769
1984-07,5.312868949232585
1984-08,6.188118811881189
1984-09,6.76946220383603
1984-10,3.4418850939899395
1984-11,3.6231884057971016
1984-12,4.145077720207254
1985-01,4.808976756612343
1985-02,4.221028396009209
1985-03,2.9702970297029694
1985-04,4.8931495905731985
1985-05,6.20608899297424
1985-06,8.767704017728107
1985-07,1.024590163934426
1985-08,7.0
1985-09,3.969966341589713
1985-10,3.5419126328217243
1985-11,3.3788349776996887
1985-12,3.1507089095046394
1986-01,4.871170362774003
1986-02,4.9658597144630665
1986-03,5.519144532597447
1986-04,0.7013852358407855
1986-05,4.504504504504505
1986-06,4.867872044506258
1986-07,9.027307605506659
1986-08,5.072463768115942
1986-09,5.440000000000001
1986-10,3.3865074414045098
1986-11,5.134223265365997
1986-12,6.383569247849014
1987-01,4.659289458357601
1987-02,7.142857142857143
1987-03,4.415248761576567
1987-04,2.9282576866764276
1987-05,5.052824988516306
1987-06,3.098927294398093
1987-07,1.3840830449826989
1987-08,4.770423375074539
1987-09,1.973684210526316
1987-10,4.36456996148909
1987-11,2.8368794326241136
1987-12,5.805515239477504
1988-01,3.0826140567200984
1988-02,5.17119799420199
1988-03,4.582426394776034
1988-04,2.656042496679947
1988-05,1.5362371227182359
1988-06,3.656768173507346
1988-07,3.8753559000316358
1988-08,2.2849038764576113
1988-09,4.482225656877897
1988-10,4.8853439680957145
1988-11,2.1063814198842405
1988-12,3.6341074277610352
1989-01,5.274668725073974
1989-02,1.3376648194152494
1989-03,4.22242897015673
1989-04,4.018595855330549
1989-05,1.6153954207051555
1989-06,4.115226337448559
1989-07,3.4264982531577526
1989-08,2.1652621722846437
1989-09,2.708431464908149
1989-10,3.147953830010493
1989-11,3.778859095144424
1989-12,4.080511633381724
1990-01,2.916472235184321
1990-02,3.7182073493928245
1990-03,2.7324935161170805
1990-04,2.065986351968948
1990-05,4.821475110763618
1990-06,2.220851326341764
1990-07,3.508598537260328
1990-08,4.335677810964448
1990-09,4.678186071078246
1990-10,3.0558087170964456
1990-11,5.167445095895856
1990-12,3.6622881976659016
1991-01,3.3725425680677796
1991-02,2.834335955576122
1991-03,3.9362131610819535
1991-04,3.475343040325963
1991-05,5.005713042058871
1991-06,2.4769019068213094
1991-07,2.27632905921337
1991-08,2.339111137767649
1991-09,3.43933805203868
1991-10,3.411854379151392
1991-11,4.614176320439819
1991-12,3.878761012910733
1992-01,2.134955036553018
1992-02,2.355826636976797
1992-03,1.5750642460416147
1992-04,2.298956273851672
1992-05,1.33010583015953
1992-06,1.4196179113493923
1992-07,0.8211038621739843
1992-08,5.899705014749262
1992-09,0.8053055423969682
1992-10,2.4829467939972716
1992-11,2.479276278435974
1992-12,4.182642035552457
1993-01,1.694784685309298
1993-02,1.314374477237424
1993-03,5.2034400520343995
1993-04,3.9682539682539684
1993-05,4.323219619556673
1993-06,4.105458977484124
1993-07,3.539364640883978
1993-08,2.0727775218793183
1993-09,3.7261978112255383
1993-10,3.065018591096372
1993-11,3.1004474509389426
1993-12,3.214915053604337
1994-01,3.6804221085887376
1994-02,2.6313967176788315
1994-03,3.772555792918504
1994-04,3.6122561727083413
1994-05,4.285839237295549
1994-06,3.4466045559803975
1994-07,2.0638908829863603
1994-08,5.439956480348156
1994-09,3.2885722115648126
1994-10,3.405937263476579
