,Correlation
Fed Words,0.2603358014652844
w2v Words,0.7955596832384934
w2v Words Revised v3,0.5557763470525553
Vader Sentiment Score,0.7018490965366462
Vader Score x Fed Words,0.461165139197039
Vader Direction x Fed Words,-0.143918918160245
TextBlob Score x Fed Words,-0.13897139799981487
TextBlob Direction x Fed Words,-0.07437478239814113
Afinn Score x Fed Words,-0.19286830277018202
Afinn Direction x Fed Words,-0.22620521652506131
Vader Score x w2v Words,0.6746242016544581
Vader Direction x w2v Words,-0.08916021854229364
Textblob Score x w2v Words,-0.11997826789338473
Textblob Direction x w2v Words,0.03397995282199342
Afinn Score x w2v Words,-0.15740822649312508
Afinn Direction x w2v Words,-0.15762405000883772
Vader Score x w2v Words Revised v3,0.5537403890576086
Vader Direction x w2v Words Revised v3,-0.1196082709893724
TextBlob Score x w2v Words Revised v3,-0.13641544408980352
TextBlob Direction x w2v Words Revised v3,-0.04732468794750952
Afinn Score x w2v Words Revised v3,-0.16232287855276067
Afinn Direction x w2v Words Revised v3,-0.17670236902682118
