,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,num_docs
2007-03,[0.04298835985002157],[2.384109666309086e-05],[0.038973519030739284],[0.004157748343031391],[0.0011236218357653877],[0.0021963289279536935],[0.0002719069889280944],[0.00041470300611228374],[0.00028142211805756874],[0.003460106910739236],[0.00012237885504659708],[0.0033702864318055463],[0.0013871254178572118],[0.00011475566519520191],[0.05400110901716879],[2.384109666309086e-05],[0.039739102727788335],[0.0015907545904316495],[0.0024932137438928984],[0.005011533021067461],[0.00011323461705401049],[0.004412676584412538],[0.008106028384538472],[0.0010556487025978104],[0.010246483411666465],[0.002283081773545265],[0.0014297525695998476],[0.0014825236170616014],[0.0009461089027407818],[0.004864950132768546],[0.0012291316656153546],[0.023108114926692316],[0.001832126945266603],[0.005360111228369266],[0.007166076354652058],[0.002087447747405403],[0.02481381037234635],[2.384109666309086e-05],[0.001512949956176111],[0.01042661297480449],[0.0055467351072794],[0.0002544906087410602],[2.384109666309086e-05],[0.005252935928771929],[0.0015093972122699863],[0.006363047408258886],[0.022021681960562572],[0.0018549149937611862],[0.015873352107626165],[0.001445496036306876],[0.004464953137411451],[0.010994993636813891],[0.00029184964809888587],[0.11757484407879767],[0.009609395302558209],[0.00042415926455920697],[0.009723492110478058],[0.00036886734072622316],[2.384109666309086e-05],[0.0010087089744689258],[0.0039916455883512204],[0.0009910600114487937],[2.384109666309086e-05],[0.042010861284592575],[0.0001096181005563909],[0.010968450726603109],[0.09048913769862231],[0.011078937234528626],[0.0002726699530659757],[0.0009469754683296368],[0.00013495501025317938],[0.028055481049170116],[0.00026286558873193027],[0.022362405759742937],[0.007415660363810329],[0.0010134939142624397],[0.004786750917018627],[0.0020776034045732516],[0.0003517389820498305],[0.02893483382050523],[0.000494228675693996],[0.0028618414124888234],[0.0024780387174734436],[0.0012043478336636324],[0.0009978411242306774],[0.007595590154350622],[0.0014090057419547087],[0.0015721931212657877],[0.0004747440804802702],[0.0012505311965201945],[0.09922145263237112],[0.0020493728866580675],[0.009187350265165154],[0.002466253779643654],[0.0004031044379243052],[0.002733444963643492],[0.000779619333864984],[0.026207969615290278],[0.036705559843325956],[0.014751158199086439],17
2007-04,[0.0033303677183920562],[8.464948353542459e-05],[0.02874748957165629],[0.005715393346739852],[0.002590805824626374],[0.0018833606019524193],[0.001955071151050524],[6.141289747722259e-05],[0.0012842289770068835],[0.0031209582497762605],[6.141289747722259e-05],[0.0072425189906683745],[7.288065591785342e-05],[0.0005629269940503011],[0.17827153104204826],[0.0006979837822667386],[0.03220189296012362],[0.003493976721983927],[0.0034795852692314907],[0.003350420886056019],[6.141289747722259e-05],[0.009186248123489494],[0.002489297737943038],[0.00045122039677694],[0.0017070320183995282],[0.001044987077162856],[0.0007269341786996919],[0.006582843944006771],[0.0026494772362798975],[0.01013421267352159],[0.011328873823913451],[0.015295478093763892],[0.00103939649638837],[0.0031489774326817844],[0.005085525834343769],[0.0018107191766695311],[0.041010897706999797],[0.013291819734475309],[0.002982424501347802],[0.02582489791340678],[0.0033862594785426386],[0.0012130899440123627],[0.004722296467637509],[0.0035219370939877405],[0.001181596426649038],[0.011146157696104539],[0.013150635431736953],[0.0020251322378228636],[0.009456182933275626],[0.0013355285122629173],[0.002410299628493433],[0.00141225854202128],[0.003667211212421141],[0.05485258007988829],[0.006030508446029499],[0.0006544585623880658],[0.02711249563843602],[0.001088438400203715],[0.02032864859651872],[0.001551687988418003],[0.011907399442155082],[0.0017203690816352936],[6.141289747722259e-05],[0.031075852055879732],[0.00044085967027279586],[0.00810277572605087],[0.08208624658741548],[0.0037307926072264468],[0.00013143348344881914],[0.006147650234910346],[0.0007025172126304822],[0.007167220539461573],[0.0008835998003055338],[0.003297127016668202],[0.009986236640715275],[0.003027314492912312],[0.0007979197738050796],[0.0015633359529159424],[0.03605007557999867],[0.032989073698125725],[0.00028501917765695264],[0.0012627503910816564],[0.001751523976109466],[0.0008328393029866694],[0.00042396253945446147],[0.003411932679867007],[0.0019572718048850124],[0.00289855480961607],[0.0004985781811167209],[0.014201229860516933],[0.08717959040006608],[0.002478069965921325],[0.007267151976944855],[0.0011566081377868862],[0.0009526839798176343],[0.0029741153118106314],[0.0009665336874604686],[0.006165452108541865],[0.0012891805982087898],[0.01586878139863295],37
2007-05,[0.016180685617508708],[0.011784880450308732],[0.032383800664965455],[0.005250485885088921],[0.003754741551757992],[0.0029795902245818833],[0.003094926570713964],[0.0015018595073166986],[0.0016773032732617726],[0.0027748291396428905],[0.0005825024298598779],[0.002365277795492617],[5.332564521062697e-05],[0.0001237462085203245],[0.1401366684355795],[0.0002851706754999243],[0.027030379632642796],[0.0009776422745245879],[0.0025302165195758026],[0.0032293247353546548],[0.00012415534700032307],[0.024807786199333704],[0.00303247665238638],[0.0009374186893182919],[0.0010192485439303354],[0.0009431412278107956],[0.0010495386637382079],[0.0019450023384647895],[0.0082206142014031],[0.001073106987273457],[0.008745441606034517],[0.013518756426257763],[0.0007395271529364228],[0.009166080344702126],[0.006107653861392697],[0.002240763737034051],[0.0024958206670729144],[0.0368138327691169],[0.0022883281218978925],[0.013759943784920792],[0.0025184968781104544],[0.00038975469948538023],[0.007989391524783823],[0.0069675875137099556],[0.0025766404202635564],[0.0065767480325502545],[0.020283571175945495],[0.000828718250769241],[0.012374032874739045],[0.0014830130581509773],[0.001601105595088278],[0.00123562662443991],[0.0025936971677208106],[0.06031738108251903],[0.006638810371559006],[0.0016230158896266196],[0.014411259576997005],[0.0003546855165451792],[0.003668206838014039],[0.0017516451094824357],[0.004664025753593326],[0.001833703415081066],[5.332564521062697e-05],[0.042630937551767875],[0.00014582670489964521],[0.01003413131301415],[0.08892826161501297],[0.0024525271427914817],[0.00047784894664918293],[0.013291563178075103],[0.0009270980503530267],[0.008633444946275222],[0.00566046615236818],[0.00753476735718],[0.004582825705314932],[0.004075904901788641],[0.00022000897608391354],[0.0003260419518717814],[0.015454105432552519],[0.03936712062239811],[0.0022908867282357306],[0.0011298097500208135],[0.0028442362118737707],[5.332564521062697e-05],[0.0006802543686658718],[0.003409488057103214],[0.0017468847457372072],[0.002167919986160057],[0.0005776615068879755],[0.0007738321761984653],[0.06603397795603788],[0.0021091578346679467],[0.003385452324554564],[0.035054698082163785],[0.0007231561188335386],[0.003951273600925501],[0.00035806792308698456],[0.046620422525495926],[0.00849224429205811],[0.01239393651943124],31
2007-06,[0.011000951185744802],[0.007480591081906412],[0.03091786308270398],[0.0033907149193128715],[6.765015079450208e-05],[0.002522492701715354],[0.003100534869219934],[6.765015079450208e-05],[0.0019993183557216387],[0.002710873519654635],[0.00015343341862805363],[0.017909103466257466],[0.0004027658592202632],[0.00017233048692428236],[0.1363393547334483],[0.0006727997812460319],[0.03028444195707936],[0.0011022284496932354],[0.004044051926792881],[0.001972518150802399],[6.765015079450208e-05],[0.013217592753995457],[0.0033813433305289018],[6.765015079450208e-05],[0.013330121591171782],[0.0013588245115134935],[0.000620751360803561],[0.0021569003385534854],[0.005112658501040582],[0.0041700610937926205],[0.0016788511123694105],[0.013042861683589443],[0.001110354231352704],[0.005541428506266156],[0.0055035051958428425],[0.0019897238877209958],[0.0023183726478295747],[0.013686792824134292],[0.001321819999688043],[0.02414507889807282],[0.0012323762993248473],[0.0006795416795812931],[0.001390800083519876],[0.0030843467164290367],[0.000908951004109235],[0.0067927388659412705],[0.020803284787043887],[0.0018746193236731947],[0.010660038268871441],[0.0002520089307044174],[0.0023392424124516935],[0.0037754377387001666],[0.004933185150783232],[0.07435394666214462],[0.004194076632038266],[0.0002632702855349166],[0.019406984575565018],[0.001110416704661123],[0.0036044439125215567],[0.001311590951152011],[0.020726646401682605],[0.00039455119657495443],[0.00021472809919120453],[0.03145200590904184],[0.0017274065695317175],[0.009552368097971456],[0.07396052047202359],[0.0019495005793531519],[6.765015079450208e-05],[0.021956890333733037],[0.0005555498226444358],[0.013903701887278247],[6.765015079450208e-05],[0.005357026085426518],[0.0073595438683872584],[0.010670722648419248],[0.0007181355626779546],[0.007510378583813895],[0.04906321969584468],[0.026049180460939816],[0.0016905788059727548],[0.0017224461943471637],[0.0018294822962308258],[6.765015079450208e-05],[0.00018046186086130247],[0.005188915544221668],[0.002329327114503323],[0.0013996649168480113],[0.001168587244284291],[0.0014554107288683056],[0.1058294750353877],[0.005810957558834719],[0.006064857596063502],[0.009648781754432064],[0.0006680684746536446],[0.006048962547538395],[0.0004213898046732684],[0.005127008147434436],[0.016822830396537737],[0.010162460768814557],31
2007-07,[0.009735520819212513],[0.0033364901858429874],[0.028602947238957704],[0.002795608818534954],[0.00023497269463545177],[0.0003051336875148245],[0.002172700806055125],[0.001203379128046669],[0.0003858798880710077],[0.00547727519337152],[4.9713855857519854e-05],[0.00472627222344995],[0.00019443122270483104],[0.00011074375606767721],[0.11305198713372915],[0.0001624871178113935],[0.02176665101144],[0.0011811025626626268],[0.0008842594355859874],[0.0031060994809265076],[4.9713855857519854e-05],[0.00975064076226026],[0.004801407475777243],[0.00047367138798411657],[0.017496891335061562],[0.0005884722633289549],[0.00036524903240812523],[0.0034234223083867373],[0.0016217638367262944],[0.0026040767104346645],[0.01618234675512352],[0.02460506479795956],[0.0008923978772052067],[0.025775483391020638],[0.008600306542412466],[0.0024616854717724214],[0.01543666496906017],[0.0064231813352284345],[0.0010738575285638666],[0.0329386632519788],[0.001294321467400714],[4.9713855857519854e-05],[4.9713855857519854e-05],[0.005146518357401547],[0.00033139779382578965],[0.005979603590206423],[0.02032901353973452],[0.0007796597437379366],[0.019473011946618674],[0.0038162997553183972],[0.0022577795886998217],[0.0012363407820605342],[0.0026680316310166044],[0.053520563610781655],[0.009844294316560706],[0.006225101622289799],[0.015781345556043123],[0.0003321933354410971],[0.005767103821723979],[0.0003444418652039671],[0.00016353558568227576],[0.0015316509027867985],[0.0001514368228083932],[0.040258068142485656],[0.00011377915443051445],[0.015007604894867072],[0.11613290101321093],[0.0018945753646594547],[0.00017286707237965462],[0.012467153029075022],[0.0007184777220852713],[0.011047447067026856],[0.03562765435438055],[0.0035275627499523135],[0.0062027856393587376],[0.004030843928621135],[0.0006801492590266906],[0.000397133969214244],[0.009321153444092577],[0.030316670471830336],[0.000926833672810272],[0.0005786003876449122],[0.003260426323625628],[0.0011237915504212792],[0.0007106752432497535],[0.0037705431716462123],[0.0003352935337273104],[0.00034858321117635333],[0.0009294845071613403],[0.0016324600624685473],[0.058248647512580375],[0.0022355941764777903],[0.0030375917448252905],[0.038326336642174476],[0.00047953469289169356],[0.00195993962636119],[0.0002738097295593597],[0.014585098717233427],[0.03323707855293506],[0.013961166467990366],39
2007-08,[0.0276653801171795],[0.002014283581874307],[0.026256587399488624],[0.007640817273650928],[0.00010020760621707517],[0.0031130909443080864],[0.004048416952710712],[0.001177982058503734],[0.0034549060656404035],[0.002383066928483789],[0.00010020760621707517],[0.002912576020042418],[0.0001888029279060985],[0.00022513822729954632],[0.20699790905399076],[0.00010020760621707517],[0.03193683868448716],[0.0012686862223745268],[0.011590859253828968],[0.002031059301729825],[0.00010020760621707517],[0.004089636516834038],[0.00203945477985392],[0.00032878849416110006],[0.027742290114309245],[0.0014112352300799103],[0.00046442000356447283],[0.00041969513172675346],[0.0003408949163795942],[0.0028163169467916305],[0.007387871563589052],[0.013379855213150386],[0.0023601014960893895],[0.004550330238089373],[0.0029597560886197084],[0.004737789354129001],[0.008628538061946689],[0.0005360088979283648],[0.003716873367259474],[0.011070005511183725],[0.0010463457269493533],[0.0017782106375224514],[0.00010020760621707517],[0.0012825004352056237],[0.00018914207748821354],[0.009794134287403725],[0.02401678520519371],[0.0015779522459111336],[0.008876949995779301],[0.0014793144975390699],[0.003995548867971428],[0.0023375266606225605],[0.006943200428229996],[0.05356759693908813],[0.002911068728528996],[0.0005184494513163042],[0.011255591906609136],[0.0015590997664234733],[0.0002450329276061067],[0.0001887443180831641],[0.003234794752932596],[0.0010653539419019414],[0.00033944850296889365],[0.027815867236726754],[0.0003358704033086146],[0.006588124445112375],[0.08974510580364127],[0.0025416609082226805],[0.00020796171069874128],[0.0002312015250357615],[0.0012423866074145324],[0.011869101377256316],[0.01940608875508009],[0.008190252891505554],[0.006726509098784433],[0.00601766629047647],[0.0008743463462534154],[0.0025120463476675714],[0.040516714908748835],[0.022421970985967415],[0.00951605830472214],[0.0026409896021174395],[0.0027551840609951546],[0.0037486515602309237],[0.0006789479676957523],[0.0026647202714891387],[0.0005617923288396427],[0.0023770252495193167],[0.00030268291534825544],[0.006921892484280597],[0.09606981797895227],[0.001801441472170237],[0.004586535497392933],[0.008941109201631743],[0.00010020760621707517],[0.0059646086988323094],[0.0004307548663084825],[0.005078817674695364],[0.015669315542461187],[0.009356484758096816],22
2007-09,[0.025780898294669893],[0.011513187266051054],[0.029360169099163613],[0.006979090082755386],[0.00047988208409930976],[0.0005112437351856768],[0.0015870586261631358],[0.0005532937679423153],[0.001699319406108251],[0.0035150970263982478],[5.813303089650745e-05],[0.01108264379685612],[0.00023567110906697058],[0.0002087496708814537],[0.12629728997126224],[0.000666705855629906],[0.027201478927314126],[0.0005339929726427986],[0.006687230076944876],[0.0025575514495942897],[5.813303089650745e-05],[0.021151345834173944],[0.005094620647501611],[0.0007987142207639413],[0.055534227968337284],[0.0019177882832731744],[0.0006835328532101162],[0.0008136845737811068],[0.003697363730810009],[0.003085700048066948],[0.019139923634611478],[0.023517613733409756],[0.0014863315244448522],[0.008207328934661614],[0.0034193460699368313],[0.0009960883303717439],[0.017259896367769596],[0.008861322877887037],[0.002370447952671385],[0.012844545855257036],[0.002006504921090319],[0.0003055369166824157],[0.0002770307794760031],[0.002618189237409751],[0.00043677349926188726],[0.005384566917525393],[0.014086203366787231],[0.0008167541184970366],[0.014125134059083519],[0.0018148049190845736],[0.0031226475223320445],[0.0018966967398422892],[0.0016023765692157862],[0.058944479589107285],[0.009285003842511026],[0.0003818081445063269],[0.012482711803256408],[0.001144726129431157],[0.014553015800109795],[0.0005950349286649725],[0.007382170976987773],[0.0008558477942902495],[0.0012504598656570515],[0.030988786385283414],[0.00011771976531755563],[0.014444236535642368],[0.11066253913889211],[0.002353229085071819],[0.0001826424388907201],[0.00014133294195874316],[0.0006527443759166221],[0.012695627444372805],[0.0009118355752174727],[0.00917290506637463],[0.006255335375954021],[0.0056094133127382005],[0.0002864381036553303],[0.00044727081019248417],[0.010445461238435072],[0.034290240946704985],[0.0013050737170487998],[0.0015998094701054862],[0.0019539716255556933],[0.0018140687922953338],[5.813303089650745e-05],[0.0025265006315748906],[0.0006237110973350875],[0.0014637846538140108],[0.0009363071630040008],[0.0029374001207348294],[0.08010495141765464],[0.0029344389827851303],[0.0050956828903118935],[0.017126785232449034],[0.00026598232839855233],[0.0008682130934565586],[0.00027700732295800535],[0.018202750301692768],[0.008563458218532107],[0.007869099594959801],28
2007-10,[0.003013193748268315],[0.00085072131383236],[0.03256582558464693],[0.006002469236591426],[0.006907406738584407],[0.0010167034397454702],[0.0018862655334251708],[0.0006836594398515038],[0.0005389808924586828],[0.004073200099035739],[9.458878260678223e-05],[0.017517260584066177],[0.0007396287314299519],[5.1191558281128966e-05],[0.1034073330755308],[0.001993849375897602],[0.020943221066907564],[0.00014704624739655026],[0.004675588440224804],[0.0034612241365216006],[5.1191558281128966e-05],[0.009447759979189462],[0.002860112582109448],[0.0009320245610945643],[0.04769969274181035],[0.0009963467318812038],[0.0009137343520167098],[0.0025907938701392485],[0.002008942359781132],[0.005304308045820274],[0.0028243372808329117],[0.021984476267418906],[0.001740036711335388],[0.011082786600160975],[0.005604937974314653],[0.0020271049444697074],[0.020020713778565014],[0.012359437553843437],[0.0015407406155510987],[0.02253050818976758],[0.0027665473402251977],[0.0012859886263093495],[0.002587955054035841],[0.003063444402195508],[0.002266917517570417],[0.005857909740168705],[0.028000395031725665],[0.0012627951313401423],[0.016658445186530355],[0.002506947205734765],[0.0010455228110475693],[0.0014593154997210487],[0.0018691520429085897],[0.06488758220769307],[0.008932700204038862],[0.00046587001475860185],[0.01745467693475196],[0.0005278080063901684],[0.020857402703835837],[0.0005579550875659658],[0.0017481114024391262],[0.002407637883202875],[0.0005379314168210302],[0.040168075464693906],[0.00021638255515831089],[0.015802058406431264],[0.11160693759955861],[0.0028318984686174415],[0.00035414401647223604],[0.008864423495247641],[0.0009607935588199457],[0.009593390507689035],[0.0026821596051949774],[0.003921114699989159],[0.010283808830047713],[0.0029119236814275852],[0.000917474879450445],[0.000568607792182],[0.0007488287563790909],[0.038428849246513526],[0.006365031441115817],[0.0018861781837855498],[0.002589526878131841],[0.0006874473486243884],[0.0003421254796194263],[0.0051975286785279785],[0.00141029829642826],[0.0005362421956373579],[0.002058930921925316],[0.0017814643944162787],[0.05334786007875259],[0.0032662516513550207],[0.002065600016673367],[0.021525728779478316],[0.001670952019981929],[0.0019961818614622944],[0.0005378371482341513],[0.008508814563440492],[0.04158170749195522],[0.017685058270520426],54
2007-11,[0.008180110009545518],[0.020682070059966202],[0.028946053529320382],[0.006358080802816144],[0.0025662620922405816],[0.0011872311085393708],[0.0011649307602640741],[0.0006947267630721399],[0.003575575553928241],[0.0046838339082049575],[0.0002274842122298131],[0.00028627669671875205],[0.00017719578485347098],[0.00035224308701994493],[0.08872649002348354],[0.0014600735737693479],[0.03104026549928156],[0.005119578166012875],[0.00044868391887575854],[0.003199482296817483],[0.0007592618234346965],[0.026117671539769363],[0.0018337610666614114],[0.0010009955826555078],[0.006662350841484762],[0.0005006448826796778],[0.0018477762613591559],[0.0005926628337290041],[0.002183328111868832],[0.0032469170263311753],[0.054723741496770464],[0.01690581869278113],[0.0016792067637132796],[0.008059729095716],[0.005501896903102272],[0.004398052313035806],[0.004976379125017568],[0.016985778170741084],[0.0014006194463555795],[0.023810234124214597],[0.0011847491861252427],[0.0007360555003482918],[0.00931232025703009],[0.015288705353863665],[0.0021782611770829264],[0.009129522153346314],[0.020274395440667697],[0.00048325538117361636],[0.010063759593646996],[0.008601081285892829],[0.0034284713731592216],[0.0014590700960590247],[0.010156880902578842],[0.06150943336323118],[0.005781881895440425],[0.00025763287333445205],[0.019378517705717968],[0.0007805002484896506],[0.008844907375061798],[0.00011752985449220434],[0.011496641305760542],[0.0015907611265382519],[0.0005090719411750146],[0.03174040564317693],[5.1084159086453186e-05],[0.009555057059969839],[0.09190307522158037],[0.002895040562634677],[8.635660602911748e-05],[0.0001613590179496376],[0.0015673113373558015],[0.010407444935676077],[0.00017187907649583525],[0.003732043429083985],[0.006785942435791574],[0.0024413163755200784],[0.0005472442060506312],[0.0003977947272915116],[0.035591109691430194],[0.034709863184876406],[0.0028420671324543693],[0.0030708129484245165],[0.0017878334110069509],[0.01300968350504458],[0.0007730203994274883],[0.0025907244196657427],[0.0014597405993624435],[0.00044711326008187554],[0.001208517319095595],[0.005775909632055638],[0.08215202296742063],[0.0018482317718410608],[0.0041764117717255946],[0.0111355238619808],[0.0005947785259000477],[0.00471890304891076],[0.00034235846763814546],[0.011799161914885708],[0.01157952120682434],[0.011116456943909721],28
2007-12,[0.012473227450833036],[0.0011179504972720416],[0.030249536934258817],[0.0040765122117591085],[0.003020037299081324],[0.004112696556486688],[0.0015706785091814325],[0.0002717218577994831],[0.003348905717081963],[0.00267311955675333],[6.339497454713897e-05],[0.0009502552038091898],[6.339497454713897e-05],[0.00013377547506284563],[0.16651237553118595],[0.0003345307164116612],[0.021823678715788566],[0.0016272912214065273],[0.006333363021803961],[0.003330386135036991],[0.0010312455754111784],[0.03171498845806907],[0.0015239921661694617],[0.000286004688470192],[0.021303141861868165],[0.0008519905016198336],[0.0007702439698082994],[0.001163240860945994],[0.00248717864856839],[0.0024775432770703836],[0.02251017104367098],[0.012324194517506323],[0.0015337118800224357],[0.0015522503256371627],[0.005886984835316459],[0.0043314575768038455],[0.012694287258169165],[0.011798738475252838],[0.003272475742986509],[0.028269122118321586],[0.0005803671034300351],[0.00018928032610087282],[6.339497454713897e-05],[0.001100043513906712],[0.0030246343427279498],[0.009080417967457576],[0.020583168014854887],[0.00041040091125198934],[0.011494907517667994],[0.006482652871844559],[0.0005799658228560086],[0.0010145826100467405],[0.007779738526135459],[0.036537932678142426],[0.005071460774446937],[0.0006209386450271788],[0.014745018962146007],[0.0010670599389413838],[0.007044651489767212],[6.339497454713897e-05],[0.0013759197101015678],[0.0031304322339045553],[0.0002302229330650464],[0.028654278046503473],[0.0005831981381301634],[0.008846663470311406],[0.09417052233766297],[0.0023544541760981822],[0.00036565919207142924],[0.0001447803106982194],[6.339497454713897e-05],[0.009832630827388908],[0.015496783713570042],[0.0016679261120901043],[0.00628505557288008],[0.0065505868033921754],[0.0029916837428962543],[0.00016907444545982537],[0.09341844556890594],[0.025711964895578733],[0.00016105613212857864],[0.0005182284772412719],[0.0005863345525670283],[0.00203316855056203],[9.805228130842027e-05],[0.006134295133545362],[0.0009153764033596548],[0.0007029854092512062],[0.0018354253089585524],[0.0007026742840285545],[0.0820934256601114],[0.005829079514816319],[0.009228805235397885],[0.004685147272487353],[0.0010938572651866707],[0.004431030791212313],[0.0001574912288820737],[0.002068045914217821],[0.010135795455425978],[0.005142242918217171],35
2008-01,[0.004792009269994406],[0.0002483006385143828],[0.0325778289462995],[0.003567298061870343],[0.007449685971131169],[0.001958366163447723],[0.00046027728002137836],[3.649464955602667e-05],[0.007894134253337353],[0.00404212911500788],[3.649464955602667e-05],[0.002170825368956195],[5.95632748697356e-05],[3.649464955602667e-05],[0.11301853507757187],[0.00020192809384193076],[0.02198893231133508],[0.01679026796829511],[0.002066814284612169],[0.004907821980151101],[0.00024158631241824393],[0.054165939847909884],[0.004159204669961653],[0.002167544655514155],[0.015044191694589525],[0.0005000296020205916],[0.0011321149232361885],[0.0015171442641635972],[0.0005110063069038846],[0.0009430737052823064],[0.022414413230902798],[0.019853930961429657],[0.0015326185237147273],[0.005445804314289349],[0.0019914860962182077],[0.004609464847607551],[0.012310290299935264],[0.0017892375345372076],[0.0033036358709768346],[0.004187924155163413],[0.0011367155017559035],[0.00021635881813171395],[3.649464955602667e-05],[0.0008741055963372883],[0.0013853477378059046],[0.006001174769013373],[0.010512488297815882],[0.0008390437525262177],[0.01578120369448208],[0.0015491002955409028],[0.00040163667654269375],[0.0004490697272628426],[0.004542670303495609],[0.07161968740505333],[0.007297408092269437],[3.649464955602667e-05],[0.019331015963381597],[0.0010594771133233172],[0.07203752939991456],[0.0006639227009985078],[0.00012604043100649369],[0.0009813848587327814],[0.0005117618713064496],[0.030066474024211996],[0.00025066756104654184],[0.012853970551287392],[0.07108862517172664],[0.000534328315307693],[0.0002682496807350477],[0.009629261430291082],[0.00011656131076821254],[0.008207395837766505],[0.0015827124991399327],[0.016698368266203873],[0.005955986436814644],[0.001555819658453681],[0.0012741736112590074],[3.649464955602667e-05],[0.03244305245978187],[0.033402071163716476],[0.0011543563307965924],[0.0022222090193771207],[0.002480903039283406],[0.0015206653442174473],[0.00011547610504819133],[0.0032979665626883693],[0.0007311302040831765],[0.0007738208050795947],[0.00037094202116350056],[0.0007817271928335965],[0.0874206209460121],[0.004160348902937237],[0.004787725205215584],[0.029113213626925042],[0.0006878579435159247],[0.0020205489829375157],[0.00023135821111981597],[0.019394772730720433],[0.0021017626540924535],[0.01115340596662953],26
2008-02,[0.0006284900075991539],[0.0004761252046726578],[0.03167275232826122],[0.0028318036994716272],[0.000873621958547759],[0.0004475260468636945],[0.0011932041698956806],[0.0011276989785242385],[0.003978997061090519],[0.0020960533276795307],[0.00046961213485230006],[0.002431259156226049],[0.00030144568043195043],[0.0008751979333249401],[0.1314873204930875],[5.086963372175685e-05],[0.024288093011111615],[0.01578191921571151],[0.002598494015324427],[0.0019011595711870334],[0.0001991551409311661],[0.055416940984354436],[0.004841803669646821],[0.0003330704623496988],[0.02676639224244826],[0.0005092010812101461],[0.0027447003580568377],[0.0011054546249161595],[0.00021821317902019172],[0.002863419617891917],[0.04368701058427649],[0.012864213456177144],[0.0007391630353123658],[0.00788676281926773],[0.003200734655601317],[0.0039249861788616894],[0.019515637875378564],[0.0007911346844290769],[0.0009895884426172142],[0.0039359506032539075],[0.000743629193460004],[0.00013249757975481097],[5.086963372175685e-05],[0.0001169113065770944],[0.00034631316736556103],[0.00604836030227792],[0.02195165458787987],[0.0004295858135702911],[0.012482692065869168],[0.0004942885471555875],[0.0010932025294702417],[0.0009760397110262096],[0.004584956049694922],[0.03599824537236094],[0.006640121565834744],[0.00028303665570732586],[0.02721460375835671],[0.0012364190892252805],[0.08500492151267315],[0.00013179521243324014],[0.008871833830063994],[0.0013461215593350872],[0.002855623679688842],[0.03418694840284943],[5.086963372175685e-05],[0.012239277790420736],[0.07929088674609376],[0.0001723405649264115],[0.0002095608942909166],[0.013393836795330577],[0.00025276428857102503],[0.006722320512077813],[0.003809094370269492],[0.00268399047598467],[0.004902083871120003],[0.00540392212267896],[0.0007525876394033225],[0.000598858828770635],[0.02719126607762182],[0.035812129806597814],[0.0006664950620621243],[0.0011762127560696505],[0.0014791424792848476],[5.086963372175685e-05],[0.00037991521943088935],[0.0038319946554986896],[0.0006091554906325421],[0.0021618869344550784],[0.0009740009022775839],[0.0006420244883513619],[0.07831342991374657],[0.004404729407084503],[0.006542578405363504],[0.015094043027299144],[0.0005833552706664908],[0.001244793473435695],[0.000295133702888119],[0.0013043491647935024],[0.009938483430704326],[0.00555576928100318],27
2008-03,[0.003769409303017442],[0.004100477955663499],[0.032337102498732916],[0.005234171981582596],[0.000419433604386487],[0.0024513759576754684],[0.0024998302218297314],[0.00018255652480547716],[0.0004119957726181705],[0.0041892929798183],[4.3150130656666827e-05],[0.0011514510298478425],[0.0005431888971409482],[0.00017720026039569342],[0.1182715247987824],[0.00428157742616724],[0.025730408636424236],[0.004942283400516638],[0.0010260206738220243],[0.0018235328929061805],[0.0010294456712258316],[0.04065164200016412],[0.0026323706812999103],[0.00018432925956885274],[0.0009104812546438018],[0.0011070768133215419],[0.0015299671009442514],[0.002820519622981224],[0.001494885887375538],[0.009216128846593862],[0.0329570865822809],[0.02168590287703195],[0.0011249151138118204],[0.023908269382753346],[0.003519848756936613],[0.0013145176926494008],[0.010761125232045957],[0.0012571477973725613],[0.0014392489889654394],[0.01598763299205743],[0.0015656309435063817],[0.00041502402197746797],[0.0031349459111692443],[0.0024922837950832805],[0.0014303270629892836],[0.012645419252869354],[0.012244813576163485],[0.0010931618724980049],[0.013531668589648153],[0.008772893374846128],[0.002650655225592987],[0.004207093648159676],[0.005212782827263309],[0.053542715500738906],[0.00976409563640225],[0.0003758100342298243],[0.022959270137749517],[0.0014365299101722058],[0.03103719245356895],[0.00022964130947484055],[0.01454738611411866],[0.0012934946726492105],[0.00018028892842427436],[0.031430024590650536],[0.0008573804194812138],[0.011736521113027056],[0.09920991225654315],[0.001921698900091809],[0.0002788541936190407],[0.007617569132314788],[0.0006865571945795905],[0.010328493161791009],[0.0019751467705191317],[0.003325823393745797],[0.00840904574757213],[0.00416644041404331],[0.0010062987899961146],[8.622410474773087e-05],[0.03577279173404188],[0.029017211444517986],[0.0005432698067526124],[0.0013674586454245027],[0.0025278654707910717],[0.004669143993650698],[0.0004327676786702155],[0.003612839446839858],[0.0030321205535181117],[0.0010903508362603404],[0.0025403591365000676],[0.002192624241548829],[0.07184701624047357],[0.0032102912991564046],[0.005508720506280525],[0.026755671149992513],[0.0005015526882396123],[0.0003783027252532465],[0.0004062426348943572],[0.010795698400938015],[0.0027568128418806737],[0.014123245950673557],34
