,recall,precision,fscore,tp,fp,fn
0,1.0,0.06060606060606061,0.24390243902439024,2.0,31.0,0.0
1,1.0,0.029411764705882353,0.13157894736842105,1.0,33.0,0.0
2,1.0,0.07692307692307693,0.29411764705882354,1.0,12.0,0.0
3,1.0,0.037037037037037035,0.16129032258064516,1.0,26.0,0.0
4,1.0,0.05263157894736842,0.21739130434782608,2.0,36.0,0.0
5,1.0,0.03571428571428571,0.15625,1.0,27.0,0.0
6,1.0,0.037037037037037035,0.16129032258064516,1.0,26.0,0.0
7,1.0,0.09375,0.3409090909090909,3.0,29.0,0.0
8,1.0,0.03225806451612903,0.14285714285714285,1.0,30.0,0.0
9,1.0,0.041666666666666664,0.17857142857142858,1.0,23.0,0.0
10,1.0,0.034482758620689655,0.15151515151515152,1.0,28.0,0.0
11,1.0,0.05405405405405406,0.2222222222222222,2.0,35.0,0.0
12,1.0,0.02564102564102564,0.11627906976744186,1.0,38.0,0.0
13,1.0,0.11428571428571428,0.39215686274509803,4.0,31.0,0.0
14,1.0,0.03125,0.1388888888888889,1.0,31.0,0.0
15,0.0,0.0,0.0,0.0,27.0,1.0
16,1.0,0.07692307692307693,0.29411764705882354,2.0,24.0,0.0
17,1.0,0.06666666666666667,0.2631578947368421,2.0,28.0,0.0
18,1.0,0.03125,0.1388888888888889,1.0,31.0,0.0
19,1.0,0.041666666666666664,0.17857142857142858,1.0,23.0,0.0
20,1.0,0.06451612903225806,0.2564102564102564,2.0,29.0,0.0
21,1.0,0.07407407407407407,0.2857142857142857,2.0,25.0,0.0
22,1.0,0.03225806451612903,0.14285714285714285,1.0,30.0,0.0
23,1.0,0.07407407407407407,0.2857142857142857,2.0,25.0,0.0
24,1.0,0.02857142857142857,0.1282051282051282,1.0,34.0,0.0
25,1.0,0.03333333333333333,0.14705882352941177,1.0,29.0,0.0
26,1.0,0.06666666666666667,0.2631578947368421,2.0,28.0,0.0
27,1.0,0.03125,0.1388888888888889,1.0,31.0,0.0
28,1.0,0.08571428571428572,0.3191489361702128,3.0,32.0,0.0
29,0.0,0.0,0.0,0.0,25.0,1.0
30,1.0,0.03125,0.1388888888888889,1.0,31.0,0.0
31,1.0,0.13043478260869565,0.42857142857142855,3.0,20.0,0.0
32,1.0,0.07407407407407407,0.2857142857142857,2.0,25.0,0.0
33,1.0,0.07692307692307693,0.29411764705882354,3.0,36.0,0.0
34,0.0,0.0,0.0,0.0,26.0,1.0
35,1.0,0.1111111111111111,0.38461538461538464,3.0,24.0,0.0
36,0.0,0.0,0.0,0.0,21.0,1.0
37,1.0,0.08823529411764706,0.32608695652173914,3.0,31.0,0.0
38,1.0,0.08333333333333333,0.3125,2.0,22.0,0.0
39,1.0,0.1,0.35714285714285715,3.0,27.0,0.0
