,recall,precision,fscore,tp,fp,fn
argentina,0.875,0.5,0.7608695652173914,7.0,7.0,1.0
bolivia,1.0,0.2727272727272727,0.6521739130434783,3.0,8.0,0.0
brazil,0.8571428571428571,0.42857142857142855,0.7142857142857143,6.0,8.0,1.0
chile,0.0,0.0,0.0,0.0,5.0,1.0
colombia,1.0,0.125,0.4166666666666667,1.0,7.0,0.0
denmark,0.0,0.0,0.0,0.0,13.0,1.0
finland,1.0,0.2857142857142857,0.6666666666666666,6.0,15.0,0.0
indonesia,1.0,0.3333333333333333,0.7142857142857143,2.0,4.0,0.0
israel,1.0,0.2222222222222222,0.5882352941176471,2.0,7.0,0.0
malaysia,0.0,0.0,0.0,0.0,12.0,1.0
mexico,1.0,0.375,0.75,3.0,5.0,0.0
norway,1.0,0.11764705882352941,0.4,2.0,15.0,0.0
peru,1.0,0.3076923076923077,0.6896551724137931,4.0,9.0,0.0
philippines,0.0,0.0,0.0,0.0,14.0,1.0
spain,0.0,0.0,0.0,0.0,12.0,1.0
sweden,1.0,0.25,0.625,5.0,15.0,0.0
thailand,0.6666666666666666,0.15384615384615385,0.4,2.0,11.0,1.0
turkey,1.0,0.625,0.8928571428571429,5.0,3.0,0.0
uruguay,0.0,0.0,0.0,0.0,1.0,1.0
venezuela,0.0,0.0,0.0,0.0,1.0,1.0
aggregate,0.8275862068965517,0.21818181818181817,0.5309734513274337,48.0,172.0,10.0
