,Correlation
Fed Words,0.19466745744912148
w2v Words,0.8122570659954009
w2v Words Revised v3,0.5045619162795142
Vader Sentiment Score,0.7300020536380771
Vader Score x Fed Words,0.4040331723032288
Vader Direction x Fed Words,-0.29024220674607765
TextBlob Score x Fed Words,-0.1279251798944767
TextBlob Direction x Fed Words,-0.1955799323458899
Afinn Score x Fed Words,-0.15591101556926107
Afinn Direction x Fed Words,-0.3652204833074663
Vader Score x w2v Words,0.6675853069420121
Vader Direction x w2v Words,-0.29473018490900793
Textblob Score x w2v Words,-0.0983655938189032
Textblob Direction x w2v Words,0.07937683716053008
Afinn Score x w2v Words,-0.14168237884452486
Afinn Direction x w2v Words,-0.19385155442218216
Vader Score x w2v Words Revised v3,0.534296047409976
Vader Direction x w2v Words Revised v3,-0.320637008851601
TextBlob Score x w2v Words Revised v3,-0.11837682425495284
TextBlob Direction x w2v Words Revised v3,-0.05155437027531904
Afinn Score x w2v Words Revised v3,-0.1414845274920389
Afinn Direction x w2v Words Revised v3,-0.24604936254673732
