,total_word_count
1980-01,999.9999999999416
1980-02,1000.0000000000638
1980-03,999.9999999999741
1980-04,999.9999999999014
1980-05,999.999999999928
1980-06,1000.000000000098
1980-07,999.9999999999311
1980-08,999.999999999867
1980-09,999.9999999999596
1980-10,1000.0000000000747
1980-11,1000.0000000000734
1980-12,1000.000000000153
1981-01,999.9999999998022
1981-02,1000.0000000001286
1981-03,999.9999999998666
1981-04,1000.0000000000866
1981-05,1000.0000000001629
1981-06,1000.0000000001002
1981-07,1000.0000000001254
1981-08,999.9999999998262
1981-09,1000.0000000000921
1981-10,1000.0000000001602
1981-11,1000.0000000001199
1981-12,1000.0000000001493
1982-01,999.99999999993
1982-02,1000.000000000183
1982-03,999.9999999998154
1982-04,999.9999999997946
1982-05,999.9999999998993
1982-06,999.9999999999782
1982-07,1000.0000000000091
1982-08,1000.0000000000978
1982-09,1000.0000000000663
1982-10,1000.000000000128
1982-11,1000.0000000000407
1982-12,999.9999999999305
1983-01,1000.0000000001507
1983-02,999.9999999999096
1983-03,1000.0000000000915
1983-04,1000.0000000000241
1983-05,1000.0000000000831
1983-08,1000.0000000000273
1983-09,999.9999999997684
1983-10,1000.0000000000206
1983-11,999.9999999997631
1983-12,999.9999999999335
1984-01,999.999999999923
1984-02,999.9999999999233
1984-03,999.999999999974
1984-04,1000.0000000000219
1984-05,1000.0000000000057
1984-06,1000.0000000001272
1984-07,999.9999999999303
1984-08,1000.0000000000142
1984-09,999.9999999999892
1984-10,999.9999999999866
1984-11,999.9999999999876
1984-12,999.9999999999931
1985-01,1000.0000000000567
1985-02,999.9999999999626
1985-03,999.9999999999691
1985-04,1000.0000000000192
1985-05,999.9999999999822
1985-06,1000.0000000000141
1985-07,999.999999999993
1985-08,1000.0000000000106
1985-09,999.9999999999714
1985-10,1000.0000000000241
1985-11,999.9999999999698
1985-12,1000.0000000000133
1986-01,999.9999999999718
1986-02,999.9999999999804
1986-03,999.9999999999678
1986-04,999.9999999999598
1986-05,1000.0000000000205
1986-06,1000.0000000000166
1986-07,1000.0000000000067
1986-08,999.9999999999875
1986-09,999.9999999999143
1986-10,1000.0000000000235
1986-11,999.9999999999878
1986-12,1000.0000000000098
1987-01,999.9999999999875
1987-02,999.9999999999848
1987-03,999.9999999999885
1987-04,999.9999999999915
1987-05,999.9999999999757
1987-06,1000.0000000000317
1987-07,999.9999999999807
1987-08,1000.0000000000167
1987-09,999.9999999999841
1987-10,1000.0000000000207
1987-11,999.9999999999823
1987-12,999.9999999999629
1988-01,999.9999999999709
1988-02,1000.0000000000367
1988-03,1000.000000000003
1988-04,999.9999999999986
1988-05,999.9999999999808
1988-06,999.9999999999735
1988-07,1000.0000000000497
1988-08,999.9999999999881
1988-09,999.9999999999613
1988-10,999.9999999999987
1988-11,1000.0000000000042
1988-12,999.9999999999884
1989-01,999.999999999991
1989-02,1000.0000000000227
1989-03,999.9999999999691
1989-04,1000.0000000000176
1989-05,999.9999999999541
1989-06,1000.0000000000405
1989-07,999.9999999999662
1989-08,999.9999999999912
1989-09,1000.0000000000048
1989-10,1000.0000000000202
1989-11,1000.0000000000176
1989-12,999.9999999999847
1990-01,999.9999999999656
1990-02,1000.0000000000492
1990-03,1000.0000000000048
1990-04,1000.0000000000214
1990-05,999.9999999999702
1990-06,999.9999999999901
1990-07,1000.0000000000475
1990-08,999.9999999999766
1990-09,1000.0000000000346
1990-10,999.9999999999826
1990-11,1000.0000000000091
1990-12,999.999999999962
1991-01,999.9999999999876
1991-02,999.9999999999906
1991-03,999.9999999999901
1991-04,1000.0000000000214
1991-05,1000.0000000000169
1991-06,999.9999999999804
1991-07,999.9999999999721
1991-08,999.9999999999687
1991-09,999.9999999999878
1991-10,1000.0000000000329
1991-11,999.9999999999749
1991-12,999.9999999999714
1992-01,1000.0000000000189
1992-02,999.9999999999706
1992-03,1000.0000000000126
1992-04,999.9999999999773
1992-05,1000.0000000000193
1992-06,999.999999999982
1992-07,999.9999999999626
1992-08,999.9999999999922
1992-09,999.9999999999947
1992-10,999.9999999999558
1992-11,999.9999999999817
1992-12,1000.0000000000092
1993-01,999.9999999999961
1993-02,1000.0000000000168
1993-03,999.9999999999801
1993-04,1000.0000000000019
1993-05,999.9999999999551
1993-06,1000.0000000000178
1993-07,999.9999999999562
1993-08,999.999999999988
1993-09,999.9999999999427
1993-10,1000.0000000000205
1993-11,1000.0000000000208
1993-12,999.9999999999792
1994-01,999.9999999999893
1994-02,999.9999999999994
1994-03,1000.000000000019
1994-04,999.9999999999561
1994-05,1000.000000000031
1994-06,999.9999999999593
1994-07,1000.0000000000103
1994-08,1000.0000000000143
1994-09,1000.0000000000734
1994-10,1000.0000000000254
1994-11,999.9999999999864
1994-12,1000.0000000000141
1995-01,999.9999999999669
1995-02,1000.0000000000687
1995-03,999.9999999999905
1995-04,999.9999999999832
