,negation_index
1980-01,2.2603739731569594
1980-02,2.860190601226131
1980-03,1.5592172201006884
1980-04,2.3576821142221744
1980-05,3.1309126948373724
1980-06,2.1547502448579823
1980-07,1.6856961515625108
1980-08,2.277092622046081
1980-09,2.6044924651691788
1980-10,3.4958625746307734
1980-11,3.24459234608985
1980-12,3.5260930888575466
1981-01,3.7281816641247247
1981-02,2.2166577726694308
1981-03,3.5340861564199075
1981-04,3.8707299090685674
1981-05,4.1503711389576186
1981-06,3.593311573040142
1981-07,4.132549603429245
1981-08,3.3011832554439695
1981-09,3.7351760201699498
1981-10,2.8674376049350108
1981-11,3.7967014473241334
1981-12,3.001245800143456
1982-01,4.434589800443458
1982-02,2.704516740366393
1982-03,3.9015547104376442
1982-04,2.712248334649718
1982-05,4.572659803686857
1982-06,3.54967679258678
1982-07,2.235802653152482
1982-08,2.9171668667466983
1982-09,3.871148285190137
1982-10,2.4666322183115756
1982-11,3.3625004776279086
1982-12,3.300415130340613
1983-01,2.4519782375365486
1983-02,3.219800372376913
1983-03,3.0623640068615376
1983-04,2.561136814276272
1983-05,3.4149168561365966
1983-08,3.270278935556268
1983-09,4.818383988139364
1983-10,3.311333896640709
1983-11,3.090825585581112
1983-12,4.562799055137188
1984-01,4.245647139548846
1984-02,3.4755366277504467
1984-03,4.229214109773668
1984-04,3.8115383847857762
1984-05,4.081844440216545
1984-06,4.614281874384016
1984-07,3.789524499155201
1984-08,3.976219888820259
1984-09,5.509172488214915
1984-10,2.1364009860312243
1984-11,5.048335123523094
1984-12,4.710225645269088
1985-01,3.277512351818938
1985-02,4.1113565289653815
1985-03,4.263367098345942
1985-04,3.408926765852953
1985-05,3.330534564791492
1985-06,4.361713088573685
1985-07,3.157728540603126
1985-08,4.157889916659035
1985-09,4.690831556503198
1985-10,3.7349527085124676
1985-11,3.9390521208214713
1985-12,3.9450274604852646
1986-01,3.382584875902714
1986-02,4.362085929813054
1986-03,2.9149106032193988
1986-04,3.212255992092909
1986-05,4.866595517609393
1986-06,3.8815599674788226
1986-07,3.7169576306372205
1986-08,3.5108507230158206
1986-09,4.71691370906648
1986-10,3.2478671576587916
1986-11,3.8610038610038617
1986-12,4.093446351044037
1987-01,4.323458767013611
1987-02,4.344569288389514
1987-03,4.659605791632721
1987-04,5.220105478419976
1987-05,3.8460697974257556
1987-06,3.6455856712632744
1987-07,4.4710090361445785
1987-08,3.6542678001307842
1987-09,5.8191584601611455
1987-10,4.0589577643934005
1987-11,5.084492298489606
1987-12,5.671554005797588
1988-01,3.971547125074096
1988-02,3.678285770711958
1988-03,5.59449553083403
1988-04,3.7448933272809803
1988-05,3.518866880601969
1988-06,3.046555750145943
1988-07,3.1737193763919818
1988-08,2.3612750885478158
1988-09,3.356121814791796
1988-10,4.862982190970625
1988-11,3.1976443253315545
1988-12,2.7036591407742945
1989-01,4.2446941323345815
1989-02,4.0944824574173815
1989-03,3.080560232116631
1989-04,3.747276688453159
1989-05,2.983392448702224
1989-06,4.481456043956045
1989-07,3.75743819397583
1989-08,3.5057731886838526
1989-09,4.431314623338257
1989-10,2.47932420705899
1989-11,3.641241855116903
1989-12,3.6715832120022798
1990-01,3.3714792124224564
1990-02,3.533325685442239
1990-03,3.261109882821136
1990-04,3.016099449765641
1990-05,3.1708660071771693
1990-06,3.99086862980177
1990-07,3.5406732616895593
1990-08,3.478920380537831
1990-09,5.745484557026314
1990-10,4.672062089918048
1990-11,4.058383766464934
1990-12,3.3923533586029047
1991-01,3.7109137364642906
1991-02,2.8046238393026335
1991-03,3.767491926803014
1991-04,4.254103304866821
1991-05,5.753467843631777
1991-06,3.176641546416141
1991-07,3.1793496940950026
1991-08,2.735008103727715
1991-09,3.353840455957697
1991-10,3.344354018311292
1991-11,3.3434266969467576
1991-12,3.4688005045528003
1992-01,2.9860336779241403
1992-02,2.9534143754589217
1992-03,3.4334114799969755
1992-04,3.328859996165711
1992-05,3.4920595747831347
1992-06,3.9609936435482958
1992-07,4.40999947810657
1992-08,6.401838476690742
1992-09,3.893228835339321
1992-10,4.091910607491345
1992-11,3.4945309806625504
1992-12,4.134826755992881
1993-01,3.1582369606613714
1993-02,3.1189780876889763
1993-03,4.292567965659456
1993-04,3.9134765902945783
1993-05,4.7167842384271825
1993-06,5.64549605645496
1993-07,2.6973796883027914
1993-08,3.1604693984115206
1993-09,3.236815255251029
1993-10,2.753817461242569
1993-11,3.984328308652633
1993-12,2.878557462524441
1994-01,2.4398041426191726
1994-02,3.2080986668567766
1994-03,2.8115143644122225
1994-04,3.801337652837287
1994-05,4.445241082631296
1994-06,4.9550944564880774
1994-07,5.214331413947537
1994-08,2.9260456310122587
1994-09,2.8999329793267004
1994-10,2.7154198536575254
1994-11,2.4795887511339587
1994-12,2.3111642829952688
1995-01,2.072359899835938
1995-02,1.6700245907290654
1995-03,2.001835744569256
1995-04,2.4939485072984664
1995-05,2.7697762020828716
1995-06,1.9298605269296838
1995-07,2.3398365409965725
1995-08,1.8539006668062075
1995-09,0.9249964524283786
1995-10,1.9844342910245485
1995-11,1.793035587383152
1995-12,1.577553664995211
1996-01,2.2598637918460005
1996-02,2.986408314913229
1996-03,2.165941259124713
1996-04,2.4238159463632987
1996-05,2.4840199987342575
1996-06,2.54422493557892
1996-07,2.043992288574548
1996-08,1.9556283777534056
1996-09,2.8338646829613885
1996-10,1.5211847344637826
1996-11,2.104148746112619
1996-12,1.5790731256298112
1997-01,1.66253232701747
1997-02,1.9411325997895403
1997-03,2.1158193727899834
1997-04,2.1325161320896284
1997-05,2.6493002047666288
