,country,month,num_doc,fed_pos,fed_neg,w2v_pos,w2v_neg,w2v_refined_2_pos,w2v_refined_2_neg,vader_pos,vader_neg,tb_polarity,tb_is_positive,tb_subjectivity,afinn_score,affin_is_positive,vader_is_pos,vader_pos_x_fed_pos,vader_neg_x_fed_neg,vader_is_pos_x_fed_pos,vader_is_neg_x_fed_neg,textblob_polar_x_fed_pos,textblob_polar_x_fed_neg,textblob_is_pos_x_fed_pos,textblob_is_neg_x_fed_neg,afinn_score_x_fed_pos,afinn_score_x_fed_neg,afinn_is_pos_x_fed_pos,afinn_is_neg_x_fed_neg,vader_pos_x_w2v_pos,vader_neg_x_w2v_neg,vader_is_pos_x_w2v_pos,vader_is_neg_x_w2v_neg,textblob_polar_x_w2v_pos,textblob_polar_x_w2v_neg,textblob_is_pos_x_w2v_pos,textblob_is_neg_x_w2v_neg,afinn_score_x_w2v_pos,afinn_score_x_w2v_neg,afinn_is_pos_x_w2v_pos,afinn_is_neg_x_w2v_neg,vader_pos_x_w2v_refined_2_pos,vader_neg_x_w2v_refined_2_neg,vader_is_pos_x_w2v_refined_2_pos,vader_is_neg_x_w2v_refined_2_neg,textblob_polar_x_w2v_refined_2_pos,textblob_polar_x_w2v_refined_2_neg,textblob_is_pos_x_w2v_refined_2_pos,textblob_is_neg_x_w2v_refined_2_neg,afinn_score_x_w2v_refined_2_pos,afinn_score_x_w2v_refined_2_neg,afinn_is_pos_x_w2v_refined_2_pos,afinn_is_neg_x_w2v_refined_2_neg,all_pos_mean,all_neg_mean,fed_pos_mean,fed_neg_mean,w2v_pos_mean,w2v_neg_mean,w2vRef_pos_mean,w2vRef_neg_mean,all_pos_med,all_neg_med,fed_pos_med,fed_neg_med,w2v_pos_med,w2v_neg_med,w2vRef_pos_med,w2vRef_neg_med
0,bosnia-herzegovina,1980-05,1,0.0030576671052966924,0.010215921330967144,0.043345231340450666,0.08380784517299059,0.031484112069300865,0.05326269646131539,0.1295,0.0615,0.11337085717005342,1.0,0.41673856048836266,42.0,1.0,1.0,0.0003956489779383853,0.0006992808882056812,0.0030576671052966924,0.0,0.0003566609367494831,0.0,0.0030576671052966924,0.0,0.14054068192884536,0.0,0.0030576671052966924,0.0,0.0056093811829060385,0.005488231435688389,0.043345231340450666,0.0,0.00503419213149871,0.0,0.043345231340450666,0.0,1.9658981922272611,0.0,0.043345231340450666,0.0,0.0040744571115072644,0.0035447342264216244,0.031484112069300865,0.0,0.0036552445288283923,0.0,0.031484112069300865,0.0,1.426277962664134,0.0,0.031484112069300865,0.0,0.21030574740193408,0.0005406803639064274,0.025077665526570554,0.00011654681470094687,0.351096243260503,0.0009147052392813981,0.2349932951890422,0.0005685185160344886,0.031484112069300865,0.0,0.0030576671052966924,0.0,0.043345231340450666,0.0,0.031484112069300865,0.0
1,bosnia-herzegovina,1980-06,3,0.003691562938101032,0.011349421294218709,0.04221077659472231,0.08546602098643816,0.030914908050325138,0.05844386852868483,0.11125,0.06025000000000001,0.07769000348582056,1.0,0.4144132377572911,22.25,0.75,1.0,0.00038220468965117593,0.000638933134186592,0.003691562938101032,0.0,0.0002954230801204812,0.0,0.003691562938101032,0.0,0.09424042730201074,0.004649196956889264,0.003057581534888859,0.002324598478444632,0.004649118835852541,0.0051916817262237045,0.04221077659472231,0.0,0.003318996250434889,0.0,0.04221077659472231,0.0,0.9665052226152522,0.043110735418427734,0.03164441987451943,0.021555367709213864,0.003411646721902081,0.0036458997151897344,0.030914908050325138,0.0,0.002423400624918093,0.0,0.030914908050325138,0.0,0.7142233109825932,0.03254437869822485,0.023307131211779072,0.016272189349112426,0.11117185438278998,0.007218498954772933,0.017559793747145554,0.0012687880949200814,0.18175655179425063,0.011642964142310884,0.12396483395178098,0.008065857661614544,0.027111019631052106,0.001796693286682357,0.0033745722364949453,0.000319466567093296,0.03692759823462087,0.0025958408631118523,0.030914908050325138,0.0025958408631118523
2,bosnia-herzegovina,1980-12,0,0.009454545454545457,0.005818181818181818,0.0989090909090909,0.096,0.06981818181818182,0.03781818181818182,0.159,0.036000000000000004,0.14191210857269249,1.0,0.3861628274401997,101.0,1.0,1.0,0.0015032727272727274,0.0002094545454545455,0.009454545454545457,0.0,0.0013417144810509108,0.0,0.009454545454545457,0.0,0.9549090909090912,0.0,0.009454545454545457,0.0,0.015726545454545455,0.0034560000000000003,0.0989090909090909,0.0,0.01403639764791722,0.0,0.0989090909090909,0.0,9.98981818181818,0.0,0.0989090909090909,0.0,0.01110109090909091,0.0013614545454545455,0.06981818181818182,0.0,0.009908045398529805,0.0,0.06981818181818182,0.0,7.051636363636364,0.0,0.06981818181818182,0.0,1.0324736754181942,0.0002792727272727273,0.16435295241350853,3.490909090909092e-05,1.7193847329413192,0.000576,1.1331457117968393,0.0002501818181818182,0.06981818181818182,0.0,0.009454545454545457,0.0,0.0989090909090909,0.0,0.06981818181818182,0.0
3,bosnia-herzegovina,1981-07,2,0.003371717742832042,0.009606187690836184,0.04369589211769986,0.0965054531410342,0.030154008071272536,0.06388959684033811,0.11800000000000001,0.054000000000000006,0.11035508340832577,1.0,0.4506851201863789,21.33333333333333,0.6666666666666666,1.0,0.0003667266390843627,0.0006903855350770702,0.003371717742832042,0.0,0.0003550646193792801,0.0,0.003371717742832042,0.0,0.028397930358714667,0.02540650406504065,0.0013391974176287901,0.00508130081300813,0.004973844200673469,0.006173641785478227,0.04369589211769986,0.0,0.004767561197799899,0.0,0.04369589211769986,0.0,0.7272521390168448,0.20630081300813008,0.024590201060789296,0.041260162601626016,0.003427059360799198,0.00434849053519546,0.030154008071272536,0.0,0.003223887747734713,0.0,0.030154008071272536,0.0,0.4794719304523226,0.15447154471544713,0.01572311376232945,0.030894308943089425,0.08046288287209497,0.02636817511122734,0.006200392420078531,0.005196365068854308,0.1414959216185845,0.04228910289920571,0.08781257826405434,0.029285331919224375,0.02015665741155937,0.004714895674101795,0.0023554575802304163,0.0003451927675385351,0.03414304658924458,0.0030868208927391136,0.030154008071272536,0.004714895674101795
4,bosnia-herzegovina,1981-09,0,0.003980891719745223,0.0015923566878980893,0.02707006369426752,0.05015923566878981,0.015127388535031847,0.028662420382165606,0.111,0.057,0.06196589125160552,1.0,0.4176457669314813,27.0,1.0,1.0,0.0004418789808917197,9.076433121019108e-05,0.003980891719745223,0.0,0.00024667950339014936,0.0,0.003980891719745223,0.0,0.10748407643312102,0.0,0.003980891719745223,0.0,0.003004777070063695,0.0028590764331210194,0.02707006369426752,0.0,0.001677420623053016,0.0,0.02707006369426752,0.0,0.730891719745223,0.0,0.02707006369426752,0.0,0.001679140127388535,0.0016337579617834394,0.015127388535031847,0.0,0.0009373821128825676,0.0,0.015127388535031847,0.0,0.4084394904458599,0.0,0.015127388535031847,0.0,0.07740764427161152,0.0002546443736730361,0.020019218346106427,1.5127388535031847e-05,0.13613068475352372,0.00047651273885350324,0.07666619174027425,0.0002644491625383345,0.015127388535031847,0.0,0.003980891719745223,0.0,0.02707006369426752,0.0,0.015127388535031847,0.0
5,bosnia-herzegovina,1981-12,0,0.0,0.006688963210702341,0.023411371237458192,0.05351170568561873,0.011705685618729096,0.04013377926421405,0.134,0.046,0.11321014092290688,1.0,0.41652360051296217,34.0,1.0,1.0,0.0,0.00030769230769230765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003137123745819398,0.002461538461538461,0.023411371237458192,0.0,0.0026504046369911307,0.0,0.023411371237458192,0.0,0.7959866220735785,0.0,0.023411371237458192,0.0,0.001568561872909699,0.0018461538461538461,0.011705685618729096,0.0,0.0013252023184955654,0.0,0.011705685618729096,0.0,0.3979933110367893,0.0,0.011705685618729096,0.0,0.07266735534739698,0.0002564102564102564,0.0,5.128205128205127e-05,0.14533471069479395,0.0004102564102564102,0.07266735534739698,0.0002849002849002849,0.007421404682274247,0.0,0.0,0.0,0.023411371237458192,0.0,0.011705685618729096,0.0
6,bosnia-herzegovina,1982-01,0,0.0,0.025830258302583026,0.04059040590405904,0.1808118081180812,0.0,0.11808118081180813,0.031,0.10400000000000001,0.009589947089947079,1.0,0.5876984126984126,-20.0,0.0,0.0,0.0,0.002686346863468635,0.0,0.025830258302583026,0.0,0.0,0.0,0.0,0.0,0.5166051660516605,0.0,0.025830258302583026,0.0012583025830258305,0.018804428044280445,0.0,0.1808118081180812,0.0003892598449794017,0.0,0.04059040590405904,0.0,0.0,3.6162361623616235,0.0,0.1808118081180812,0.0,0.012280442804428044,0.0,0.11808118081180813,0.0,0.0,0.0,0.0,0.0,2.3616236162361623,0.0,0.11808118081180813,0.002346553796225793,0.39876014760147604,0.0,0.09515867158671587,0.0070396613886773785,0.666110701107011,0.0010429127983225747,0.41889954899549,0.0,0.06049446494464945,0.0,0.014258302583025831,0.00019462992248970085,0.09980811808118083,0.0,0.09980811808118083
7,bosnia-herzegovina,1982-06,1,0.0,0.0037694438525463455,0.038544640954613255,0.06642091057603522,0.0175147382626607,0.036467078627743454,0.1095,0.057,0.03668400110940435,1.0,0.4197730992038391,21.0,1.0,1.0,0.0,0.00017193905817174517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004226313658640528,0.0038369529085872578,0.038544640954613255,0.0,0.001458242601144822,0.0,0.038544640954613255,0.0,0.7964649477945878,0.0,0.038544640954613255,0.0,0.0019001910647063003,0.002070415512465374,0.0175147382626607,0.0,0.0005046560213817015,0.0,0.0175147382626607,0.0,0.4082044179274097,0.0,0.0175147382626607,0.0,0.07671871703998294,0.00033773930440135426,0.0,2.865650969529086e-05,0.15296390448636882,0.0006394921514312097,0.07698178903642572,0.00034181149755480316,0.010870525960650614,0.0,0.0,0.0,0.038544640954613255,0.0,0.0175147382626607,0.0
8,bosnia-herzegovina,1983-03,0,0.005649717514124294,0.005649717514124294,0.04519774011299435,0.07344632768361582,0.02824858757062147,0.022598870056497168,0.11599999999999999,0.015,0.1220238095238095,1.0,0.2505952380952381,14.0,1.0,1.0,0.0006553672316384182,8.47457627118644e-05,0.005649717514124294,0.0,0.0006894000538068334,0.0,0.005649717514124294,0.0,0.0790960451977401,0.0,0.005649717514124294,0.0,0.005242937853107346,0.0011016949152542373,0.04519774011299435,0.0,0.005515200430454667,0.0,0.04519774011299435,0.0,0.6327683615819208,0.0,0.04519774011299435,0.0,0.0032768361581920905,0.00033898305084745754,0.02824858757062147,0.0,0.0034470002690341673,0.0,0.02824858757062147,0.0,0.3954802259887006,0.0,0.02824858757062147,0.0,0.07574775057543419,8.47457627118644e-05,0.016231660837593042,1.4124293785310733e-05,0.12985328670074434,0.00018361581920903954,0.07875361369350699,6.905210295040802e-05,0.02824858757062147,0.0,0.005649717514124294,0.0,0.04519774011299435,0.0,0.02824858757062147,0.0
9,bosnia-herzegovina,1983-09,2,0.004325066229511342,0.007972018621233609,0.03273542508259784,0.06121263573944739,0.027588339892652514,0.04208290761135553,0.10533333333333332,0.03866666666666666,0.11034498936659802,1.0,0.4767162831943744,12.333333333333336,0.6666666666666666,1.0,0.00046271733244049676,0.000279238218180926,0.004325066229511342,0.0,0.0004566486995058608,0.0,0.004325066229511342,0.0,0.06019365102585673,0.0055788005578800565,0.0029303660900413275,0.0027894002789400282,0.0034662093812010872,0.0028354423690652108,0.03273542508259784,0.0,0.003307428836672193,0.0,0.03273542508259784,0.0,0.3949456899389241,0.05299860529986053,0.01983444879250021,0.02649930264993026,0.002895995476852227,0.001813054978362332,0.027588339892652514,0.0,0.0029293759439909944,0.0,0.027588339892652514,0.0,0.32999305123797684,0.03277545327754534,0.017128088846627414,0.01638772663877267,0.05376896300067294,0.007886501348252075,0.01211558593447785,0.0014412398425001683,0.08117077118574888,0.013722225053142667,0.06168650126796135,0.008225133459841695,0.01848126881956381,0.0016271474104312502,0.003627716159776335,0.000139619109090463,0.026284936937549023,0.0014177211845326054,0.026284936937549023,0.0016271474104312502
