,country,month,fed_pos,fed_neg,w2v_pos,w2v_neg,w2v_refined_2_pos,w2v_refined_2_neg,vader_pos,vader_neg,tb_polarity,tb_is_positive,tb_subjectivity,afinn_score,affin_is_positive,num_doc,vader_is_pos,vader_pos_x_fed_pos,vader_neg_x_fed_neg,vader_is_pos_x_fed_pos,vader_is_neg_x_fed_neg,textblob_polar_x_fed_pos,textblob_polar_x_fed_neg,textblob_is_pos_x_fed_pos,textblob_is_neg_x_fed_neg,afinn_score_x_fed_pos,afinn_score_x_fed_neg,afinn_is_pos_x_fed_pos,afinn_is_neg_x_fed_neg,vader_pos_x_w2v_pos,vader_neg_x_w2v_neg,vader_is_pos_x_w2v_pos,vader_is_neg_x_w2v_neg,textblob_polar_x_w2v_pos,textblob_polar_x_w2v_neg,textblob_is_pos_x_w2v_pos,textblob_is_neg_x_w2v_neg,afinn_score_x_w2v_pos,afinn_score_x_w2v_neg,afinn_is_pos_x_w2v_pos,afinn_is_neg_x_w2v_neg,vader_pos_x_w2v_refined_2_pos,vader_neg_x_w2v_refined_2_neg,vader_is_pos_x_w2v_refined_2_pos,vader_is_neg_x_w2v_refined_2_neg,textblob_polar_x_w2v_refined_2_pos,textblob_polar_x_w2v_refined_2_neg,textblob_is_pos_x_w2v_refined_2_pos,textblob_is_neg_x_w2v_refined_2_neg,afinn_score_x_w2v_refined_2_pos,afinn_score_x_w2v_refined_2_neg,afinn_is_pos_x_w2v_refined_2_pos,afinn_is_neg_x_w2v_refined_2_neg,all_pos_mean,all_neg_mean,fed_pos_mean,fed_neg_mean,w2v_pos_mean,w2v_neg_mean,w2vRef_pos_mean,w2vRef_neg_mean,all_pos_med,all_neg_med,fed_pos_med,fed_neg_med,w2v_pos_med,w2v_neg_med,w2vRef_pos_med,w2vRef_neg_med
0,macedonia,1980-01,0.0056997758744797965,0.018065548990906143,0.05405080520643305,0.10831740352255458,0.04256624792419831,0.07550431388577825,0.112,0.07133333333333335,0.10784215674731776,1.0,0.4547979504651579,29.66666666666667,0.6666666666666666,2,0.6666666666666666,0.0005051111875325114,0.0012918196790847904,0.002263349757641309,0.009163802978235968,0.0005712017570446528,0.0,0.0056997758744797965,0.0,0.10368202081938413,0.018327605956471937,0.002263349757641309,0.009163802978235968,0.005535291878519237,0.007803465791128356,0.029995822388563645,0.03894616265750287,0.005689681440761722,0.0,0.05405080520643305,0.0,1.3666769676263728,0.07789232531500574,0.029995822388563645,0.03894616265750287,0.004121773646695686,0.005470516669039349,0.020802215850887887,0.029782359679266894,0.004443924834735592,0.0,0.04256624792419831,0.0,0.9480545493043993,0.0595647193585338,0.020802215850887887,0.029782359679266894,0.1470955626385968,0.0181186168555153,0.019164134858953952,0.00632450526533811,0.24865739848820234,0.027264686070189975,0.16174533593306195,0.01958975150857226,0.020802215850887887,0.009163802978235968,0.002263349757641309,0.005227811328660379,0.029995822388563645,0.023374814224315615,0.020802215850887887,0.0181186168555153
1,macedonia,1980-02,0.013333333333333334,0.013333333333333334,0.06666666666666668,0.12666666666666668,0.05666666666666665,0.06666666666666668,0.046,0.05,-0.003940092165898621,0.0,0.3906764740635709,-3.0,0.0,0,0.0,0.0006133333333333334,0.0006666666666666668,0.0,0.013333333333333334,0.0,5.253456221198161e-05,0.0,0.013333333333333334,0.0,0.04,0.0,0.013333333333333334,0.003066666666666667,0.006333333333333334,0.0,0.12666666666666668,0.0,0.0004990783410138253,0.0,0.12666666666666668,0.0,0.38,0.0,0.12666666666666668,0.002606666666666666,0.003333333333333334,0.0,0.06666666666666668,0.0,0.00026267281105990807,0.0,0.06666666666666668,0.0,0.20000000000000004,0.0,0.06666666666666668,0.00034925925925925923,0.06950820105820106,0.00010222222222222223,0.01345320020481311,0.0005111111111111112,0.12780540194572454,0.0003965843621399176,0.06826253437257021,0.0,0.053333333333333344,0.0,0.013333333333333334,0.0,0.12666666666666668,0.0,0.06666666666666668
2,macedonia,1980-03,0.004456327985739751,0.013368983957219251,0.05169340463458112,0.10873440285204992,0.03654188948306596,0.07130124777183601,0.101,0.079,0.02346872515239863,1.0,0.4481567865241334,-6.0,0.0,0,1.0,0.00045008912655971484,0.0010561497326203211,0.004456327985739751,0.0,0.0001045843366862684,0.0,0.004456327985739751,0.0,0.0,0.08021390374331551,0.0,0.013368983957219251,0.005221033868092692,0.008590017825311944,0.05169340463458112,0.0,0.0012131783055607138,0.0,0.05169340463458112,0.0,0.0,0.6524064171122995,0.0,0.10873440285204992,0.0036907308377896616,0.005632798573975045,0.03654188948306596,0.0,0.0008575915608274012,0.0,0.03654188948306596,0.0,0.0,0.4278074866310161,0.0,0.07130124777183601,0.010940025124571673,0.0760617448999802,0.0015778882391209142,0.015773172905525847,0.01830350357380261,0.12828847296494358,0.012050390922471578,0.08054054708303075,0.0026343095384552878,0.007111408199643494,0.0002773367316229916,0.0005280748663101606,0.003217106086826703,0.004295008912655972,0.003217106086826703,0.007111408199643494
3,macedonia,1980-05,0.003763326151267222,0.008751105811847869,0.04377392309285758,0.08002023658363236,0.03220113723981851,0.0503855665067674,0.12833333333333333,0.07733333333333332,0.0967534670695979,1.0,0.4261754264086279,25.66666666666667,0.6666666666666666,2,1.0,0.0004811010435070047,0.000677700842244926,0.003763326151267222,0.0,0.0003473361602800553,0.0,0.003763326151267222,0.0,0.09369378795256356,0.013583441138421734,0.0020384447368644613,0.0019404915912031046,0.005614102332372892,0.006290989995504204,0.04377392309285758,0.0,0.004301102083771756,0.0,0.04377392309285758,0.0,1.3105987948181743,0.16903837861147045,0.02889682089363378,0.02414833980163864,0.004128982619400703,0.003984760290663144,0.03220113723981851,0.0,0.003148984001791527,0.0,0.03220113723981851,0.0,0.9508519751094228,0.10413971539456664,0.02098940804620057,0.014877102199223806,0.14358708959810387,0.018815606659163143,0.01734788703262492,0.0027002722619782946,0.239493111052278,0.03324628473476888,0.16043885688216214,0.019751526837818213,0.024943114469917177,0.0023203819265907,0.0029008854440658416,0.000338850421122463,0.036335371993245685,0.003145494997752102,0.03220113723981851,0.003145494997752102
4,macedonia,1980-06,0.005289145825449189,0.009015364974110734,0.048427678202177735,0.08256357731087051,0.03583624040622045,0.04478926392299865,0.10099999999999999,0.042,0.0808096948087666,1.0,0.4271652014531812,37.5,1.0,1,1.0,0.0005184506567365213,0.00040534196045444295,0.005289145825449189,0.0,0.00043149871626740335,0.0,0.005289145825449189,0.0,0.19187295689044326,0.0,0.005289145825449189,0.0,0.004990993635025012,0.0036223383051377273,0.048427678202177735,0.0,0.0038875502355860928,0.0,0.048427678202177735,0.0,1.8570264529730287,0.0,0.048427678202177735,0.0,0.003712601930477861,0.0020308247774805093,0.03583624040622045,0.0,0.002871765884038869,0.0,0.03583624040622045,0.0,1.3821136212572076,0.0,0.03583624040622045,0.0,0.2064491714155752,0.0003365836135040378,0.034781723956632454,6.755699340907382e-05,0.33519800524169546,0.0006037230508562878,0.2302928456560321,0.00033763204836110097,0.03583624040622045,0.0,0.005289145825449189,0.0,0.048427678202177735,0.0,0.03583624040622045,0.0
5,macedonia,1980-07,0.001976284584980237,0.001976284584980237,0.01383399209486166,0.01963157971500664,0.009881422924901184,0.015679010545046158,0.07300000000000001,0.012,0.04702178030303032,0.5,0.3370691287878788,8.0,1.0,1,1.0,0.00018972332015810281,4.743083003952569e-05,0.001976284584980237,0.0,0.00021550110791711586,0.0,0.001976284584980237,0.0,0.021739130434782608,0.0,0.001976284584980237,0.0,0.0013280632411067194,0.0004268774703557313,0.01383399209486166,0.0,0.0015085077554198114,2.7675276752767528e-05,0.01383399209486166,0.001845018450184502,0.15217391304347827,0.0,0.01383399209486166,0.0,0.0009486166007905137,0.00033201581027667986,0.009881422924901184,0.0,0.0010775055395855792,2.7675276752767528e-05,0.009881422924901184,0.001845018450184502,0.10869565217391304,0.0,0.009881422924901184,0.0,0.0202750951128545,0.0002528728646970264,0.004678868102966423,7.905138339920948e-06,0.03275207672076496,0.00038326186621550013,0.022008009225064285,0.0003165277118295997,0.009881422924901184,3.952569169960474e-06,0.001976284584980237,0.0,0.01383399209486166,1.3837638376383764e-05,0.009881422924901184,1.3837638376383764e-05
6,macedonia,1980-08,0.001964636542239685,0.001964636542239685,0.03732809430255403,0.05108055009823183,0.0137524557956778,0.011787819253438114,0.08800000000000001,0.012,0.059634038800705474,1.0,0.4556878306878307,17.0,1.0,0,1.0,0.00017288801571709232,2.357563850687622e-05,0.001964636542239685,0.0,0.00011715921178920525,0.0,0.001964636542239685,0.0,0.033398821218074644,0.0,0.001964636542239685,0.0,0.003284872298624755,0.0006129666011787818,0.03732809430255403,0.0,0.0022260250239949,0.0,0.03732809430255403,0.0,0.6345776031434185,0.0,0.03732809430255403,0.0,0.0012102161100196465,0.00014145383104125734,0.0137524557956778,0.0,0.0008201144825244367,0.0,0.0137524557956778,0.0,0.2337917485265226,0.0,0.0137524557956778,0.0,0.05937416710845003,4.322200392927308e-05,0.0065971296787166655,3.92927308447937e-06,0.1253454638956167,0.00010216110019646363,0.05204402302098705,3.230735647238594e-05,0.0137524557956778,0.0,0.001964636542239685,0.0,0.03732809430255403,0.0,0.0137524557956778,0.0
7,macedonia,1981-01,0.013853904282115869,0.0,0.06926952141057935,0.0415617128463476,0.05667506297229219,0.012594458438287154,0.125,0.028,0.1230646004559048,1.0,0.4750704770269987,32.0,1.0,0,1.0,0.0017317380352644836,0.0,0.013853904282115869,0.0,0.001704925195232938,0.0,0.013853904282115869,0.0,0.4433249370277078,0.0,0.013853904282115869,0.0,0.008658690176322419,0.0011637279596977323,0.06926952141057935,0.0,0.00852462597616469,0.0,0.06926952141057935,0.0,2.216624685138539,0.0,0.06926952141057935,0.0,0.007084382871536524,0.00035264483627204027,0.05667506297229219,0.0,0.006974693980498383,0.0,0.05667506297229219,0.0,1.81360201511335,0.0,0.05667506297229219,0.0,0.2737570088616433,8.42429331094318e-05,0.08138721885075881,0.0,0.40693609425379407,0.00019395465994962206,0.3066407336498286,7.009360325901045e-05,0.05667506297229219,0.0,0.013853904282115869,0.0,0.06926952141057935,0.0,0.05667506297229219,0.0
8,macedonia,1981-02,0.009523809523809523,0.0013605442176870747,0.047619047619047616,0.04217687074829932,0.036734693877551024,0.01904761904761905,0.152,0.077,0.1857387159409218,1.0,0.5318280494015788,45.0,1.0,0,1.0,0.0014476190476190474,0.00010476190476190476,0.009523809523809523,0.0,0.0017689401518183028,0.0,0.009523809523809523,0.0,0.42857142857142855,0.0,0.009523809523809523,0.0,0.007238095238095238,0.003247619047619048,0.047619047619047616,0.0,0.008844700759091514,0.0,0.047619047619047616,0.0,2.142857142857143,0.0,0.047619047619047616,0.0,0.005583673469387754,0.001466666666666667,0.036734693877551024,0.0,0.0068230548712991685,0.0,0.036734693877551024,0.0,1.6530612244897958,0.0,0.036734693877551024,0.0,0.25210158513982794,0.00026772486772486776,0.07672656939038242,1.746031746031746e-05,0.3836328469519121,0.0005412698412698413,0.27645922621613983,0.0002547912992357437,0.036734693877551024,0.0,0.009523809523809523,0.0,0.047619047619047616,0.0,0.036734693877551024,0.0
9,macedonia,1981-04,0.0022123893805309734,0.01042586010861182,0.01978428706597015,0.07828340052000095,0.015359508304908209,0.05312119838751997,0.0815,0.111,0.10233090979338444,1.0,0.4386397245418544,-5.0,0.5,1,0.5,0.00022787610619469034,0.001230499964220118,0.0022123893805309734,0.006738544474393532,0.00021373583694303855,0.0,0.0022123893805309734,0.0,0.02654867256637168,0.1482479784366577,0.0022123893805309734,0.006738544474393532,0.0019798300853151414,0.008816046680819596,0.018436578171091445,0.041778975741239885,0.0019267562619761512,0.0,0.01978428706597015,0.0,0.22123893805309736,0.9191374663072774,0.018436578171091445,0.041778975741239885,0.001524077872925761,0.0061094148796603295,0.0140117994100295,0.030997304582210238,0.001499284588090074,0.0,0.015359508304908209,0.0,0.16814159292035402,0.6819407008086252,0.0140117994100295,0.030997304582210238,0.029443249053665615,0.10691731981516377,0.0056045754418503875,0.02715926122494415,0.046967161301423616,0.16858524407842945,0.032951449811475186,0.11696739444124926,0.0140117994100295,0.017987653952881873,0.0022123893805309734,0.003984522219306825,0.018436578171091445,0.02529751121102974,0.0140117994100295,0.02715926122494415
